receiver,tackler
D.Thomas (DEN),D.Randall (GB)
R.Cobb (GB),C.Harris (DEN)
R.Rodgers (GB),C.Harris (DEN)
J.Perillo (GB),B.Marshall (DEN)
R.Cobb (GB),B.Marshall (DEN)
V.Green (DEN),M.Hyde (GB)
O.Daniels (DEN),D.Randall (GB)
D.Thomas (DEN),C.Hayward (GB)
D.Adams (GB),B.Marshall (DEN)
O.Daniels (DEN),N.Palmer (GB)
R.Cobb (GB),A.Talib (DEN)
R.Hillman (DEN),C.Matthews (GB)
E.Sanders (DEN),D.Randall (GB)
O.Daniels (DEN),M.Hyde (GB)
E.Lacy (GB),S.Williams (DEN)
A.Caldwell (DEN),D.Randall (GB)
D.Thomas (DEN),N.Palmer (GB)
R.Cobb (GB),D.Trevathan (DEN)
D.Thomas (DEN),M.Burnett (GB)
C.Anderson (DEN),C.Hayward (GB)
D.Adams (GB),D.Bruton (DEN)
J.Starks (GB),S.Barrett (DEN)
J.Jones (GB),B.Marshall (DEN)
C.Fleener (IND),R.Harper (CAR)
J.Cotchery (CAR),G.Toler (IND)
T.Hilton (IND),J.Norman (CAR)
F.Gore (IND),A.Klein (CAR)
C.Fleener (IND),K.Coleman (CAR)
G.Olsen (CAR),V.Davis (IND)
C.Brown (CAR),G.Toler (IND)
A.Johnson (IND),R.Harper (CAR)
G.Olsen (CAR),D.Butler (IND)
T.Ginn (CAR),G.Toler (IND)
D.Funchess (CAR),G.Toler (IND)
T.Ginn (CAR),M.Adams (IND)
F.Gore (IND),B.Benwikere (CAR)
G.Olsen (CAR),J.Freeman (IND)
G.Olsen (CAR),E.Walden (IND)
D.Moncrief (IND),C.Tillman (CAR)
D.Allen (IND),K.Coleman (CAR)
F.Gore (IND),K.Coleman (CAR)
A.Johnson (IND),K.Coleman (CAR)
G.Whalen (IND),J.Norman (CAR)
G.Whalen (IND),B.Benwikere (CAR)
C.Fleener (IND),B.Benwikere (CAR)
C.Fleener (IND),L.Kuechly (CAR)
G.Whalen (IND),L.Kuechly (CAR)
G.Whalen (IND),C.Tillman (CAR)
G.Whalen (IND),R.Harper (CAR)
J.Stewart (CAR),J.Freeman (IND)
G.Olsen (CAR),D.Lowery (IND)
T.Ginn (CAR),V.Davis (IND)
J.Cotchery (CAR),D.Butler (IND)
T.Benjamin (CLE),D.Kirkpatrick (CIN)
M.Jones (CIN),A.Bryant (CLE)
M.Jones (CIN),I.Campbell (CLE)
M.Sanu (CIN),K.Williams (CLE)
T.Gabriel (CLE),V.Rey (CIN)
J.Dray (CLE),V.Burfict (CIN)
G.Barnidge (CLE),A.Jones (CIN)
I.Crowell (CLE),G.Iloka (CIN)
D.Bowe (CLE),D.Kirkpatrick (CIN)
I.Crowell (CLE),D.Peko (CIN)
A.Green (CIN),T.Williams (CLE)
M.Sanu (CIN),T.Williams (CLE)
T.Eifert (CIN),K.Dansby (CLE)
M.Jones (CIN),T.Williams (CLE)
T.Benjamin (CLE),G.Iloka (CIN)
D.Johnson (CLE),D.Kirkpatrick (CIN)
G.Barnidge (CLE),R.Nelson (CIN)
A.Green (CIN),P.Desir (CLE)
M.Jones (CIN),P.Desir (CLE)
J.Hill (CIN),I.Campbell (CLE)
I.Crowell (CLE),V.Rey (CIN)
A.Green (CIN),K.Williams (CLE)
R.Burkhead (CIN),K.Williams (CLE)
B.Tate (CIN),K.Dansby (CLE)
G.Bernard (CIN),K.Dansby (CLE)
T.Eifert (CIN),T.Williams (CLE)
M.Sanu (CIN),P.Desir (CLE)
D.Bowe (CLE),L.Hall (CIN)
D.Bowe (CLE),D.Dennard (CIN)
G.Olsen (CAR),H.Clinton-Dix (GB)
J.Cotchery (CAR),C.Matthews (GB)
R.Rodgers (GB),R.Harper (CAR)
A.Ripkowski (GB),L.Kuechly (CAR)
D.Adams (GB),C.Tillman (CAR)
E.Dickson (CAR),M.Burnett (GB)
J.Cotchery (CAR),M.Hyde (GB)
D.Funchess (CAR),D.Randall (GB)
J.Cotchery (CAR),D.Goodson (GB)
J.Jones (GB),C.Tillman (CAR)
R.Cobb (GB),K.Coleman (CAR)
J.Starks (GB),L.Kuechly (CAR)
D.Funchess (CAR),J.Ryan (GB)
C.Brown (CAR),D.Goodson (GB)
D.Adams (GB),J.Norman (CAR)
J.Starks (GB),R.Harper (CAR)
T.Ginn (CAR),D.Randall (GB)
J.Stewart (CAR),D.Randall (GB)
J.Starks (GB),K.Love (CAR)
R.Rodgers (GB),L.Kuechly (CAR)
G.Olsen (CAR),D.Goodson (GB)
D.Adams (GB),B.Benwikere (CAR)
J.Jones (GB),J.Norman (CAR)
R.Cobb (GB),B.Benwikere (CAR)
J.Starks (GB),K.Coleman (CAR)
S.Chandler (NE),K.Jarrett (WAS)
B.LaFell (NE),D.Goldson (WAS)
R.Gronkowski (NE),T.Robinson (WAS)
J.Edelman (NE),K.Robinson (WAS)
D.Lewis (NE),D.Goldson (WAS)
J.Edelman (NE),W.Blackmon (WAS)
D.Amendola (NE),K.Jarrett (WAS)
D.Amendola (NE),D.Goldson (WAS)
B.LaFell (NE),C.Culliver (WAS)
P.Garcon (WAS),D.McCourty (NE)
D.Jackson (WAS),M.Butler (NE)
R.Gronkowski (NE),W.Compton (WAS)
D.Lewis (NE),W.Compton (WAS)
M.Jones (WAS),R.Ninkovich (NE)
J.Crowder (WAS),J.Coleman (NE)
J.Reed (WAS),L.Ryan (NE)
A.Roberts (WAS),D.McCourty (NE)
P.Garcon (WAS),L.Ryan (NE)
M.Jones (WAS),P.Chung (NE)
J.Edelman (NE),C.Culliver (WAS)
D.Amendola (NE),P.Smith (WAS)
J.Reed (WAS),D.McCourty (NE)
D.Lewis (NE),C.Baker (WAS)
J.Crowder (WAS),J.Freeny (NE)
R.Gronkowski (NE),D.Goldson (WAS)
B.Bolden (NE),W.Compton (WAS)
B.LaFell (NE),T.Robinson (WAS)
B.LaFell (NE),B.Breeland (WAS)
J.Crowder (WAS),G.Grissom (NE)
C.Thompson (WAS),J.Bostic (NE)
A.Roberts (WAS),L.Ryan (NE)
C.Thompson (WAS),D.Harmon (NE)
W.Snead (NO),C.Riggs (TEN)
B.Cooks (NO),W.Woodyard (TEN)
C.Spiller (NO),A.Williamson (TEN)
B.Coleman (NO),M.Griffin (TEN)
W.Snead (NO),C.Sensabaugh (TEN)
B.Watson (NO),M.Griffin (TEN)
M.Colston (NO),M.Griffin (TEN)
A.Fasano (TEN),M.Mauti (NO)
M.Ingram (NO),Z.Brown (TEN)
W.Snead (NO),P.Cox (TEN)
M.Ingram (NO),D.Bass (TEN)
A.Andrews (TEN),J.Byrd (NO)
D.Walker (TEN),M.Mauti (NO)
M.Ingram (NO),W.Woodyard (TEN)
B.Watson (NO),Z.Brown (TEN)
C.Spiller (NO),B.Orakpo (TEN)
D.McCluster (TEN),K.Vaccaro (NO)
D.Walker (TEN),S.Anthony (NO)
H.Douglas (TEN),K.Wilson (NO)
D.McCluster (TEN),S.Anthony (NO)
J.Hunter (TEN),D.Breaux (NO)
D.Green (TEN),B.Browner (NO)
C.Stevens (TEN),K.Vaccaro (NO)
J.Hill (NO),W.Woodyard (TEN)
W.Snead (NO),B.Webb (TEN)
M.Colston (NO),B.Webb (TEN)
B.Cooks (NO),B.Webb (TEN)
M.Ingram (NO),M.Griffin (TEN)
H.Douglas (TEN),J.Byrd (NO)
D.Walker (TEN),J.Byrd (NO)
W.Snead (NO),A.Williamson (TEN)
A.Fasano (TEN),K.Vaccaro (NO)
D.Green (TEN),D.Breaux (NO)
J.Hunter (TEN),B.Browner (NO)
D.Green (TEN),M.Mauti (NO)
C.Stevens (TEN),J.Byrd (NO)
H.Douglas (TEN),B.Richardson (NO)
D.Green (TEN),J.Byrd (NO)
J.Landry (MIA),S.Gilmore (BUF)
S.Watkins (BUF),B.Grimes (MIA)
L.Miller (MIA),L.McKelvin (BUF)
J.Landry (MIA),R.Darby (BUF)
J.Cameron (MIA),L.McKelvin (BUF)
D.Sims (MIA),C.Graham (BUF)
S.Watkins (BUF),M.Thomas (MIA)
K.Stills (MIA),L.McKelvin (BUF)
K.Stills (MIA),S.Gilmore (BUF)
J.Landry (MIA),Du.Williams (BUF)
L.Miller (MIA),C.Graham (BUF)
R.Tannehill (MIA),A.Carrington (BUF)
L.McCoy (BUF),O.Vernon (MIA)
J.Landry (MIA),L.McKelvin (BUF)
S.Watkins (BUF),R.Jones (MIA)
K.Stills (MIA),C.Graham (BUF)
R.Matthews (MIA),S.Gilmore (BUF)
R.Ellison (MIN),T.Johnson (STL)
T.Gurley (STL),A.Barr (MIN)
C.Johnson (MIN),R.McLeod (STL)
A.Peterson (MIN),A.Ayers (STL)
K.Rudolph (MIN),M.Barron (STL)
M.Pruitt (MIN),T.Johnson (STL)
T.Gurley (STL),C.Greenway (MIN)
K.Britt (STL),T.Newman (MIN)
J.McKinnon (MIN),T.Johnson (STL)
S.Diggs (MIN),J.Jenkins (STL)
S.Bailey (STL),C.Munnerlyn (MIN)
T.Austin (STL),A.Barr (MIN)
M.Wallace (MIN),R.McLeod (STL)
L.Kendricks (STL),A.Sendejo (MIN)
B.Marquez (STL),C.Greenway (MIN)
J.McKinnon (MIN),M.Barron (STL)
L.Kendricks (STL),A.Barr (MIN)
S.Diggs (MIN),M.Alexander (STL)
M.Pruitt (MIN),A.Ayers (STL)
B.Quick (STL),C.Munnerlyn (MIN)
T.Austin (STL),T.Waynes (MIN)
K.Britt (STL),T.Waynes (MIN)
J.Cook (STL),A.Sendejo (MIN)
T.Austin (STL),C.Munnerlyn (MIN)
A.Robinson (JAC),D.Davis (NYJ)
T.Yeldon (JAC),M.Williams (NYJ)
A.Robinson (JAC),D.Revis (NYJ)
B.Marshall (NYJ),D.Gratz (JAC)
Z.Stacy (NYJ),T.Smith (JAC)
E.Decker (NYJ),A.Colvin (JAC)
K.Thompkins (NYJ),A.Branch (JAC)
B.Walters (JAC),D.Harris (NYJ)
E.Decker (NYJ),J.Evans (JAC)
J.Kerley (NYJ),P.Thompson (JAC)
E.Decker (NYJ),J.Cyprien (JAC)
B.Marshall (NYJ),J.Cyprien (JAC)
K.Thompkins (NYJ),A.Colvin (JAC)
B.Walters (JAC),M.Gilchrist (NYJ)
A.Hurns (JAC),A.Cromartie (NYJ)
T.Yeldon (JAC),D.Harris (NYJ)
J.Thomas (JAC),D.Davis (NYJ)
E.Decker (NYJ),T.Smith (JAC)
J.Cumberland (NYJ),J.Cyprien (JAC)
B.Marshall (NYJ),D.House (JAC)
C.Ivory (NYJ),D.House (JAC)
J.Thomas (JAC),D.Bailey (NYJ)
C.Ivory (NYJ),T.Smith (JAC)
J.Kerley (NYJ),P.Posluszny (JAC)
A.Robinson (JAC),M.Williams (NYJ)
B.Walters (JAC),D.Davis (NYJ)
A.Hurns (JAC),M.Gilchrist (NYJ)
K.Thompkins (NYJ),P.Posluszny (JAC)
M.Lewis (JAC),R.Miles (NYJ)
C.Ivory (NYJ),A.Branch (JAC)
A.Robinson (JAC),R.Miles (NYJ)
A.Hurns (JAC),B.Skrine (NYJ)
A.Brown (PIT),C.Woodson (OAK)
H.Miller (PIT),C.Woodson (OAK)
T.Jones (OAK),R.Shazier (PIT)
J.James (PIT),B.Mayowa (OAK)
A.Brown (PIT),D.Hayden (OAK)
H.Miller (PIT),C.Lofton (OAK)
M.Rivera (OAK),L.Timmons (PIT)
M.Wheaton (PIT),D.Hayden (OAK)
M.Crabtree (OAK),R.Shazier (PIT)
A.Cooper (OAK),A.Blake (PIT)
M.Crabtree (OAK),W.Gay (PIT)
L.Murray (OAK),C.Heyward (PIT)
A.Brown (PIT),D.Amerson (OAK)
L.Murray (OAK),R.Shazier (PIT)
A.Cooper (OAK),M.Mitchell (PIT)
S.Roberts (OAK),R.Golden (PIT)
M.Crabtree (OAK),R.Cockrell (PIT)
S.Roberts (OAK),W.Allen (PIT)
H.Miller (PIT),K.Mack (OAK)
M.Bryant (PIT),N.Thorpe (OAK)
M.Bryant (PIT),D.Amerson (OAK)
A.Cooper (OAK),Jar.Jones (PIT)
A.Brown (PIT),L.Asante (OAK)
S.Roberts (OAK),R.Shazier (PIT)
L.Smith (OAK),L.Timmons (PIT)
M.Crabtree (OAK),A.Blake (PIT)
A.Brown (PIT),N.Thorpe (OAK)
A.Cooper (OAK),R.Cockrell (PIT)
H.Miller (PIT),D.Hayden (OAK)
R.Randle (NYG),A.Verner (TB)
S.Vereen (NYG),J.Adjei-Barimah (TB)
M.Evans (TB),J.Casillas (NYG)
R.Randle (NYG),J.Adjei-Barimah (TB)
A.Williams (NYG),A.Verner (TB)
M.White (NYG),J.Adjei-Barimah (TB)
C.Brate (TB),D.Kennard (NYG)
O.Beckham (NYG),K.Tandy (TB)
M.Evans (TB),D.Rodgers-Cromartie (NYG)
M.Evans (TB),C.Jenkins (NYG)
A.Humphries (TB),L.Collins (NYG)
A.Humphries (TB),C.Dahl (NYG)
R.Jennings (NYG),J.Adjei-Barimah (TB)
S.Vereen (NYG),K.Alexander (TB)
D.Dye (TB),J.Casillas (NYG)
D.Martin (TB),J.Pierre-Paul (NYG)
O.Beckham (NYG),K.Alexander (TB)
W.Tye (NYG),C.Conte (TB)
O.Beckham (NYG),A.Verner (TB)
J.Lane (TB),J.Casillas (NYG)
W.Tye (NYG),L.David (TB)
O.Beckham (NYG),S.Moore (TB)
M.Evans (TB),L.Collins (NYG)
J.Cunningham (NYG),K.Tandy (TB)
A.Humphries (TB),D.Kennard (NYG)
B.Ellington (SF),J.Babineaux (ATL)
V.McDonald (SF),R.Therezie (ATL)
D.Freeman (ATL),D.Johnson (SF)
J.Jones (ATL),M.Cromartie (SF)
J.Tamme (ATL),J.Ward (SF)
J.Jones (ATL),J.Tartt (SF)
J.Tamme (ATL),A.Armstead (SF)
Q.Patton (SF),J.Collins (ATL)
Q.Patton (SF),K.Ishmael (ATL)
J.Jones (ATL),J.Ward (SF)
J.Hardy (ATL),J.Ward (SF)
J.Tamme (ATL),D.Johnson (SF)
J.Hardy (ATL),M.Cromartie (SF)
J.Jones (ATL),C.Davis (SF)
Q.Patton (SF),P.Adams (ATL)
S.Draughn (SF),N.Stupar (ATL)
S.Draughn (SF),K.Ishmael (ATL)
J.Tamme (ATL),J.Tartt (SF)
J.Tamme (ATL),E.Reid (SF)
T.Smith (SF),J.Collins (ATL)
D.Freeman (ATL),E.Reid (SF)
J.Jones (ATL),E.Reid (SF)
B.Ellington (SF),O.Schofield (ATL)
S.Draughn (SF),B.Reed (ATL)
V.McDonald (SF),D.Trufant (ATL)
R.White (ATL),D.Johnson (SF)
J.Hardy (ATL),D.Johnson (SF)
J.Jones (ATL),M.Wilhoite (SF)
E.Sanders (DEN),V.Davis (IND)
B.Fowler (DEN),D.Butler (IND)
O.Daniels (DEN),D.Lowery (IND)
E.Sanders (DEN),M.Adams (IND)
T.Hilton (IND),L.McCray (DEN)
D.Moncrief (IND),B.Roby (DEN)
C.Fleener (IND),T.Ward (DEN)
T.Hilton (IND),T.Ward (DEN)
T.Hilton (IND),D.Stewart (DEN)
F.Gore (IND),T.Ward (DEN)
G.Whalen (IND),T.Ward (DEN)
E.Sanders (DEN),G.Toler (IND)
C.Fleener (IND),B.Marshall (DEN)
C.Fleener (IND),B.Roby (DEN)
D.Thomas (DEN),D.Lowery (IND)
O.Daniels (DEN),K.Langford (IND)
C.Anderson (DEN),J.Freeman (IND)
T.Hilton (IND),C.Harris (DEN)
G.Whalen (IND),B.Roby (DEN)
O.Daniels (DEN),G.Toler (IND)
D.Thomas (DEN),V.Davis (IND)
D.Thomas (DEN),J.Freeman (IND)
D.Moncrief (IND),T.Ward (DEN)
D.Moncrief (IND),C.Harris (DEN)
J.Huff (PHI),B.Church (DAL)
D.Bryant (DAL),N.Carroll (PHI)
D.Bryant (DAL),J.Hicks (PHI)
T.Williams (DAL),C.Maragos (PHI)
M.Austin (PHI),M.Claiborne (DAL)
J.Matthews (PHI),B.Carr (DAL)
D.Murray (PHI),K.Wilber (DAL)
J.Matthews (PHI),M.Claiborne (DAL)
L.Whitehead (DAL),B.Maxwell (PHI)
C.Beasley (DAL),C.Maragos (PHI)
D.Murray (PHI),A.Hitchens (DAL)
D.Sproles (PHI),B.Jones (DAL)
J.Matthews (PHI),J.Wilcox (DAL)
C.Beasley (DAL),W.Thurmond (PHI)
Z.Ertz (PHI),J.Heath (DAL)
D.Bryant (DAL),B.Graham (PHI)
J.Witten (DAL),M.Jenkins (PHI)
D.Murray (PHI),J.Wilcox (DAL)
D.McFadden (DAL),J.Hicks (PHI)
C.Beasley (DAL),J.Hicks (PHI)
D.Bryant (DAL),B.Maxwell (PHI)
Z.Ertz (PHI),R.McClain (DAL)
M.Mariani (CHI),B.Flowers (SD)
A.Gates (SD),T.Porter (CHI)
D.Woodhead (SD),J.Anderson (CHI)
D.Inman (SD),J.Anderson (CHI)
S.Johnson (SD),A.Amos (CHI)
M.Bennett (CHI),E.Weddle (SD)
J.Langford (CHI),E.Weddle (SD)
M.Bennett (CHI),B.Flowers (SD)
M.Gordon (SD),J.Anderson (CHI)
M.Gordon (SD),C.Jones (CHI)
D.Inman (SD),T.Porter (CHI)
A.Jeffery (CHI),S.Williams (SD)
A.Jeffery (CHI),P.Robinson (SD)
S.Johnson (SD),K.Fuller (CHI)
A.Gates (SD),K.Fuller (CHI)
S.Johnson (SD),B.Callahan (CHI)
A.Gates (SD),J.Anderson (CHI)
D.Inman (SD),K.Fuller (CHI)
Z.Miller (CHI),K.Conner (SD)
J.Langford (CHI),J.Addae (SD)
M.Wilson (CHI),C.Mager (SD)
A.Jeffery (CHI),E.Weddle (SD)
M.Mariani (CHI),C.Mager (SD)
M.Bennett (CHI),K.Conner (SD)
J.Bellamy (CHI),S.Williams (SD)
J.Langford (CHI),J.Wilson (SD)
A.Jeffery (CHI),M.Ingram (SD)
A.Jeffery (CHI),J.Addae (SD)
S.Johnson (SD),J.Anderson (CHI)
A.Gates (SD),A.Rolle (CHI)
M.Bennett (CHI),D.Square (SD)
D.Woodhead (SD),A.Rolle (CHI)
J.Herndon (SD),T.Porter (CHI)
C.Clay (BUF),D.Davis (NYJ)
J.Kerley (NYJ),L.McKelvin (BUF)
L.McCoy (BUF),R.Miles (NYJ)
E.Decker (NYJ),S.Gilmore (BUF)
T.Bohanon (NYJ),N.Bradham (BUF)
C.Ivory (NYJ),C.Graham (BUF)
S.Watkins (BUF),D.Davis (NYJ)
D.Smith (NYJ),S.Gilmore (BUF)
L.McCoy (BUF),M.Gilchrist (NYJ)
E.Decker (NYJ),J.Hughes (BUF)
S.Watkins (BUF),S.Richardson (NYJ)
C.Clay (BUF),R.Miles (NYJ)
R.Woods (BUF),M.Williams (NYJ)
R.Woods (BUF),D.Revis (NYJ)
C.Clay (BUF),D.Harris (NYJ)
C.Clay (BUF),M.Gilchrist (NYJ)
L.McCoy (BUF),D.Davis (NYJ)
B.Marshall (NYJ),B.Rambo (BUF)
E.Decker (NYJ),N.Bradham (BUF)
E.Decker (NYJ),P.Brown (BUF)
R.Woods (BUF),B.Skrine (NYJ)
C.Ivory (NYJ),A.Carrington (BUF)
B.Marshall (NYJ),R.Darby (BUF)
K.Thompkins (NYJ),P.Brown (BUF)
E.Decker (NYJ),L.McKelvin (BUF)
R.Cobb (GB),J.Wilson (DET)
D.Adams (GB),N.Lawson (DET)
J.Starks (GB),G.Quin (DET)
D.Adams (GB),G.Quin (DET)
J.Starks (GB),J.Bynes (DET)
L.Moore (DET),D.Randall (GB)
J.Perillo (GB),T.Whitehead (DET)
R.Cobb (GB),I.Abdul-Quddus (DET)
J.Abbrederis (GB),Q.Diggs (DET)
C.Johnson (DET),M.Burnett (GB)
A.Abdullah (DET),M.Burnett (GB)
J.Bell (DET),C.Hayward (GB)
E.Ebron (DET),M.Hyde (GB)
E.Ebron (DET),J.Peppers (GB)
E.Ebron (DET),H.Clinton-Dix (GB)
R.Rodgers (GB),Q.Diggs (DET)
D.Adams (GB),I.Abdul-Quddus (DET)
C.Johnson (DET),S.Shields (GB)
G.Tate (DET),C.Hayward (GB)
G.Tate (DET),C.Matthews (GB)
G.Tate (DET),H.Clinton-Dix (GB)
J.Starks (GB),S.Tulloch (DET)
R.Rodgers (GB),G.Quin (DET)
L.Moore (DET),H.Clinton-Dix (GB)
T.Riddick (DET),C.Hayward (GB)
C.Johnson (DET),D.Randall (GB)
C.Johnson (DET),J.Thomas (GB)
J.Perillo (GB),I.Abdul-Quddus (DET)
R.Rodgers (GB),J.Wilson (DET)
R.Rodgers (GB),I.Abdul-Quddus (DET)
R.Cobb (GB),H.Ngata (DET)
J.Abbrederis (GB),T.Whitehead (DET)
J.Abbrederis (GB),G.Quin (DET)
T.Riddick (DET),H.Clinton-Dix (GB)
G.Tate (DET),D.Randall (GB)
J.Starks (GB),T.Whitehead (DET)
R.Rodgers (GB),T.Whitehead (DET)
D.Adams (GB),C.Butler (DET)
D.Bryant (DAL),J.Adjei-Barimah (TB)
D.McFadden (DAL),B.McDougald (TB)
J.Witten (DAL),L.David (TB)
D.Bryant (DAL),S.Moore (TB)
J.Lane (TB),B.Church (DAL)
L.Whitehead (DAL),J.Adjei-Barimah (TB)
B.Myers (TB),B.Church (DAL)
D.Bryant (DAL),B.McDougald (TB)
C.Beasley (DAL),S.Moore (TB)
J.Witten (DAL),A.Verner (TB)
M.Evans (TB),M.Claiborne (DAL)
C.Brate (TB),A.Hitchens (DAL)
M.Evans (TB),R.McClain (DAL)
M.Evans (TB),B.Carr (DAL)
G.Escobar (DAL),B.McDougald (TB)
M.Evans (TB),J.Wilcox (DAL)
D.Martin (TB),B.Jones (DAL)
A.Humphries (TB),T.Patmon (DAL)
T.Williams (DAL),J.Adjei-Barimah (TB)
J.Witten (DAL),D.Lansanah (TB)
D.Bryant (DAL),C.Conte (TB)
D.Martin (TB),R.McClain (DAL)
D.Martin (TB),J.Heath (DAL)
C.Sims (TB),R.Gregory (DAL)
D.Dye (TB),B.Church (DAL)
B.Myers (TB),J.Heath (DAL)
C.Sims (TB),A.Hitchens (DAL)
D.McFadden (DAL),L.David (TB)
G.Olsen (CAR),A.Williamson (TEN)
G.Olsen (CAR),D.Searcy (TEN)
G.Olsen (CAR),D.Morgan (TEN)
D.Walker (TEN),R.Harper (CAR)
A.Fasano (TEN),K.Coleman (CAR)
G.Olsen (CAR),W.Woodyard (TEN)
C.Brown (CAR),B.Wreh-Wilson (TEN)
D.Funchess (CAR),D.Searcy (TEN)
T.Ginn (CAR),C.Sensabaugh (TEN)
E.Dickson (CAR),D.Searcy (TEN)
D.McCluster (TEN),L.Kuechly (CAR)
J.Fowler (TEN),T.Boston (CAR)
G.Olsen (CAR),D.Stafford (TEN)
J.Hunter (TEN),J.Norman (CAR)
T.Ginn (CAR),B.Orakpo (TEN)
D.Funchess (CAR),B.Webb (TEN)
J.Cotchery (CAR),B.Webb (TEN)
J.Cotchery (CAR),C.Riggs (TEN)
G.Olsen (CAR),M.Griffin (TEN)
M.Tolbert (CAR),B.Webb (TEN)
J.Hunter (TEN),C.Tillman (CAR)
G.Olsen (CAR),B.Orakpo (TEN)
H.Douglas (TEN),J.Allen (CAR)
H.Douglas (TEN),T.Boston (CAR)
J.Cook (STL),T.Porter (CHI)
T.Gurley (STL),K.Fuller (CHI)
T.Austin (STL),K.Fuller (CHI)
B.Marquez (STL),B.Callahan (CHI)
W.Welker (STL),A.Amos (CHI)
J.Langford (CHI),J.Laurinaitis (STL)
Z.Miller (CHI),T.McDonald (STL)
M.Bennett (CHI),A.Ayers (STL)
A.Jeffery (CHI),A.Ayers (STL)
M.Wilson (CHI),J.Jenkins (STL)
J.Langford (CHI),R.McLeod (STL)
Z.Miller (CHI),J.Jenkins (STL)
T.Gurley (STL),A.Rolle (CHI)
M.Bennett (CHI),T.McDonald (STL)
J.Cook (STL),S.McClellin (CHI)
K.Britt (STL),T.Porter (CHI)
T.Austin (STL),B.Callahan (CHI)
W.Welker (STL),J.Anderson (CHI)
J.Langford (CHI),M.Brockers (STL)
J.Langford (CHI),M.Barron (STL)
W.Welker (STL),B.Callahan (CHI)
B.Quick (STL),A.Rolle (CHI)
M.Bennett (CHI),L.Joyner (STL)
T.Austin (STL),T.Porter (CHI)
L.Kendricks (STL),J.Anderson (CHI)
A.Jeffery (CHI),T.Johnson (STL)
B.Cunningham (STL),B.Callahan (CHI)
B.Marquez (STL),S.McClellin (CHI)
T.Mason (STL),C.Jones (CHI)
D.Jackson (WAS),K.Lewis (NO)
P.Garcon (WAS),K.Wilson (NO)
A.Morris (WAS),J.Dunbar (NO)
B.Watson (NO),P.Riley (WAS)
D.Young (WAS),J.Dunbar (NO)
J.Reed (WAS),J.Dunbar (NO)
M.Jones (WAS),D.Breaux (NO)
J.Crowder (WAS),S.Anthony (NO)
J.Crowder (WAS),K.Wilson (NO)
J.Crowder (WAS),J.Byrd (NO)
M.Colston (NO),B.Breeland (WAS)
B.Cooks (NO),D.Goldson (WAS)
D.Carrier (WAS),B.Browner (NO)
M.Ingram (NO),J.Hatcher (WAS)
J.Landry (MIA),N.Carroll (PHI)
L.Miller (MIA),M.Kendricks (PHI)
G.Jennings (MIA),W.Thurmond (PHI)
B.Celek (PHI),W.Aikens (MIA)
B.Celek (PHI),K.Misi (MIA)
J.Matthews (PHI),K.Misi (MIA)
N.Agholor (PHI),J.Jenkins (MIA)
J.Cameron (MIA),M.Jenkins (PHI)
D.Murray (PHI),J.Jenkins (MIA)
B.Celek (PHI),M.Thomas (MIA)
R.Mathews (PHI),N.Hewitt (MIA)
J.Landry (MIA),D.Ryans (PHI)
D.Murray (PHI),J.Taylor (MIA)
L.Miller (MIA),C.Barwin (PHI)
Z.Ertz (PHI),N.Hewitt (MIA)
J.Huff (PHI),Br.McCain (MIA)
D.Sproles (PHI),N.Hewitt (MIA)
R.Matthews (MIA),M.Jenkins (PHI)
Z.Ertz (PHI),Br.McCain (MIA)
D.Murray (PHI),K.Misi (MIA)
Z.Ertz (PHI),M.Thomas (MIA)
D.Murray (PHI),L.Miller (MIA)
R.Matthews (MIA),B.Maxwell (PHI)
J.Landry (MIA),M.Jenkins (PHI)
Z.Ertz (PHI),W.Aikens (MIA)
J.Huff (PHI),K.Sheppard (MIA)
R.Mathews (PHI),N.Suh (MIA)
R.Matthews (MIA),N.Carroll (PHI)
Z.Ertz (PHI),R.Jones (MIA)
D.Sproles (PHI),J.Taylor (MIA)
J.Huff (PHI),M.Thomas (MIA)
D.Murray (PHI),R.Jones (MIA)
D.Sims (MIA),K.Alonso (PHI)
J.Landry (MIA),E.Biggers (PHI)
D.Sproles (PHI),K.Misi (MIA)
R.Nix (PIT),C.Robertson (CLE)
A.Brown (PIT),K.Williams (CLE)
M.Bryant (PIT),P.Desir (CLE)
T.Benjamin (CLE),M.Mitchell (PIT)
T.Benjamin (CLE),L.Timmons (PIT)
H.Miller (PIT),K.Williams (CLE)
M.Wheaton (PIT),K.Williams (CLE)
T.Benjamin (CLE),W.Gay (PIT)
D.Johnson (CLE),S.Spence (PIT)
B.Hartline (CLE),R.Cockrell (PIT)
A.Hawkins (CLE),B.Dupree (PIT)
D.Johnson (CLE),L.Timmons (PIT)
A.Brown (PIT),T.Gipson (CLE)
M.Bryant (PIT),C.Gaines (CLE)
G.Barnidge (CLE),R.Shazier (PIT)
G.Barnidge (CLE),M.Mitchell (PIT)
A.Brown (PIT),C.Gaines (CLE)
J.James (PIT),N.Orchard (CLE)
H.Miller (PIT),J.Poyer (CLE)
H.Miller (PIT),K.Dansby (CLE)
A.Hawkins (CLE),W.Allen (PIT)
M.Wheaton (PIT),C.Gaines (CLE)
A.Brown (PIT),J.Poyer (CLE)
A.Brown (PIT),T.Williams (CLE)
B.Hartline (CLE),M.Mitchell (PIT)
G.Barnidge (CLE),W.Allen (PIT)
M.Bryant (PIT),T.Williams (CLE)
