receiver,tackler
C.Johnson (MIN),J.Ihedigbo (DET)
A.Peterson (MIN),D.Slay (DET)
K.Rudolph (MIN),J.Ihedigbo (DET)
G.Tate (DET),H.Smith (MIN)
G.Tate (DET),C.Munnerlyn (MIN)
E.Ebron (DET),B.Robison (MIN)
T.Riddick (DET),H.Smith (MIN)
C.Johnson (DET),H.Smith (MIN)
C.Johnson (DET),X.Rhodes (MIN)
K.Rudolph (MIN),J.Bynes (DET)
C.Johnson (MIN),R.Mathis (DET)
M.Wallace (MIN),G.Quin (DET)
T.Riddick (DET),A.Sendejo (MIN)
T.Riddick (DET),L.Joseph (MIN)
L.Moore (DET),T.Newman (MIN)
Z.Miller (CHI),R.Johnson (ARI)
Z.Miller (CHI),P.Peterson (ARI)
M.Forte (CHI),D.Bucannon (ARI)
J.Gresham (ARI),A.Rolle (CHI)
Z.Miller (CHI),A.Okafor (ARI)
E.Royal (CHI),J.Powers (ARI)
E.Royal (CHI),T.Mathieu (ARI)
M.Bennett (CHI),T.Jefferson (ARI)
M.Floyd (ARI),K.Fuller (CHI)
D.Johnson (ARI),B.Dunn (CHI)
L.Fitzgerald (ARI),S.McClellin (CHI)
E.Royal (CHI),R.Johnson (ARI)
M.Forte (CHI),T.Jefferson (ARI)
M.Forte (CHI),R.Johnson (ARI)
L.Fitzgerald (ARI),L.Houston (CHI)
E.Royal (CHI),T.Jefferson (ARI)
M.Bennett (CHI),P.Peterson (ARI)
E.Royal (CHI),K.Minter (ARI)
C.Meredith (CHI),A.Okafor (ARI)
L.Fitzgerald (ARI),A.Rolle (CHI)
L.Fitzgerald (ARI),T.Mitchell (CHI)
C.Meredith (CHI),J.Powers (ARI)
M.Wilson (CHI),J.Powers (ARI)
C.Meredith (CHI),P.Peterson (ARI)
S.Watkins (BUF),Mal.Butler (NE)
C.Hogan (BUF),L.Ryan (NE)
R.Gronkowski (NE),M.Lawson (BUF)
J.Edelman (NE),A.Williams (BUF)
A.Dobson (NE),S.Gilmore (BUF)
R.Gronkowski (NE),R.Darby (BUF)
P.Harvin (BUF),L.Ryan (NE)
J.Edelman (NE),P.Brown (BUF)
D.Lewis (NE),P.Brown (BUF)
J.Edelman (NE),C.Graham (BUF)
J.Edelman (NE),B.Rambo (BUF)
L.McCoy (BUF),D.McCourty (NE)
T.Cadet (NE),S.Gilmore (BUF)
D.Lewis (NE),N.Bradham (BUF)
D.Lewis (NE),C.Graham (BUF)
B.Bolden (NE),P.Brown (BUF)
S.Watkins (BUF),D.Hightower (NE)
P.Harvin (BUF),T.Brown (NE)
C.Clay (BUF),T.Brown (NE)
J.Edelman (NE),N.Bradham (BUF)
R.Gronkowski (NE),C.Graham (BUF)
S.Chandler (NE),C.Graham (BUF)
S.Chandler (NE),N.Robey (BUF)
L.McCoy (BUF),R.Ninkovich (NE)
L.McCoy (BUF),J.Collins (NE)
R.Woods (BUF),D.McCourty (NE)
A.Dobson (NE),Mar.Butler (BUF)
R.Gronkowski (NE),P.Brown (BUF)
P.Harvin (BUF),D.Hightower (NE)
A.Dobson (NE),B.Rambo (BUF)
J.Edelman (NE),N.Robey (BUF)
D.Lewis (NE),B.Rambo (BUF)
S.Watkins (BUF),B.Fletcher (NE)
P.Harvin (BUF),B.Fletcher (NE)
R.Woods (BUF),B.Fletcher (NE)
J.Edelman (NE),R.Darby (BUF)
A.Green (CIN),B.Flowers (SD)
G.Bernard (CIN),J.Wilson (SD)
M.Jones (CIN),M.Ingram (SD)
M.Gordon (SD),L.Hall (CIN)
S.Johnson (SD),D.Kirkpatrick (CIN)
G.Bernard (CIN),D.Butler (SD)
A.Green (CIN),E.Weddle (SD)
L.Green (SD),R.Nelson (CIN)
L.Green (SD),V.Rey (CIN)
D.Woodhead (SD),D.Kirkpatrick (CIN)
T.Eifert (CIN),J.Wilson (SD)
R.Burkhead (CIN),M.Te'o (SD)
J.Hill (CIN),P.Robinson (SD)
K.Allen (SD),D.Kirkpatrick (CIN)
L.Green (SD),A.Jones (CIN)
M.Floyd (SD),A.Jones (CIN)
T.Eifert (CIN),J.Attaochu (SD)
K.Allen (SD),A.Jones (CIN)
S.Johnson (SD),L.Hall (CIN)
T.Eifert (CIN),J.Verrett (SD)
D.Woodhead (SD),A.Jones (CIN)
J.Fisher (CIN),E.Weddle (SD)
M.Jones (CIN),D.Butler (SD)
M.Sanu (CIN),A.Phillips (SD)
D.Woodhead (SD),L.Hall (CIN)
D.Woodhead (SD),E.Lamur (CIN)
L.Green (SD),D.Kirkpatrick (CIN)
L.Green (SD),G.Iloka (CIN)
D.McCluster (TEN),K.Williams (CLE)
T.Benjamin (CLE),D.Morgan (TEN)
A.Hawkins (CLE),C.Sensabaugh (TEN)
G.Barnidge (CLE),D.Searcy (TEN)
A.Fasano (TEN),D.Whitner (CLE)
D.McCluster (TEN),A.Bryant (CLE)
T.Gabriel (CLE),Z.Brown (TEN)
C.Coffman (TEN),D.Whitner (CLE)
K.Wright (TEN),D.Whitner (CLE)
D.McCluster (TEN),C.Kirksey (CLE)
A.Hawkins (CLE),A.Williamson (TEN)
J.Fowler (TEN),J.Haden (CLE)
A.Fasano (TEN),T.Gipson (CLE)
C.Stevens (TEN),D.Whitner (CLE)
K.Wright (TEN),J.Haden (CLE)
C.Coffman (TEN),C.Robertson (CLE)
J.Hunter (TEN),T.Williams (CLE)
J.Hunter (TEN),J.Haden (CLE)
C.Coffman (TEN),K.Dansby (CLE)
C.Coffman (TEN),T.Gipson (CLE)
A.Fasano (TEN),T.Williams (CLE)
J.Jones (ATL),D.Rodgers-Cromartie (NYG)
J.Tamme (ATL),B.Meriweather (NYG)
J.Jones (ATL),J.Hosley (NYG)
J.Jones (ATL),P.Amukamara (NYG)
L.Hankerson (ATL),J.Hosley (NYG)
O.Beckham (NYG),R.Alford (ATL)
O.Beckham (NYG),J.Durant (ATL)
S.Vereen (NYG),J.Durant (ATL)
P.DiMarco (ATL),L.Collins (NYG)
L.Hankerson (ATL),L.Collins (NYG)
O.Beckham (NYG),P.Adams (ATL)
L.Hankerson (ATL),D.Kennard (NYG)
J.Tamme (ATL),D.Kennard (NYG)
P.Parker (NYG),N.Stupar (ATL)
S.Vereen (NYG),J.Babineaux (ATL)
O.Beckham (NYG),R.Allen (ATL)
J.Jones (ATL),G.Selvie (NYG)
S.Vereen (NYG),P.Adams (ATL)
L.Donnell (NYG),A.Bradford (ATL)
R.Jennings (NYG),D.Trufant (ATL)
S.Vereen (NYG),W.Moore (ATL)
J.Cunningham (NYG),N.Stupar (ATL)
N.Williams (ATL),J.Thomas (NYG)
D.Freeman (ATL),J.Hosley (NYG)
L.Donnell (NYG),J.Bartu (ATL)
R.Randle (NYG),R.Alford (ATL)
R.Jennings (NYG),J.Bartu (ATL)
J.Jones (ATL),B.Meriweather (NYG)
J.Jones (ATL),L.Collins (NYG)
L.Donnell (NYG),K.Biermann (ATL)
G.Davis (NYG),J.Durant (ATL)
D.Freeman (ATL),B.Meriweather (NYG)
J.Cook (STL),K.Robinson (WAS)
J.Reed (WAS),J.Laurinaitis (STL)
A.Morris (WAS),L.Joyner (STL)
M.Jones (WAS),A.Ogletree (STL)
T.Austin (STL),P.Riley (WAS)
R.Grant (WAS),J.Jenkins (STL)
P.Garcon (WAS),L.Joyner (STL)
P.Garcon (WAS),J.Jenkins (STL)
P.Garcon (WAS),T.Johnson (STL)
J.Reed (WAS),A.Ayers (STL)
R.Grant (WAS),A.Ogletree (STL)
T.Mason (STL),D.Hall (WAS)
J.Cook (STL),T.Murphy (WAS)
A.Roberts (WAS),L.Joyner (STL)
T.Mason (STL),T.Knighton (WAS)
B.Cunningham (STL),P.Riley (WAS)
J.Crowder (WAS),L.Joyner (STL)
J.Reed (WAS),A.Ogletree (STL)
C.Givens (STL),T.Robinson (WAS)
K.Britt (STL),D.Hall (WAS)
C.Thompson (WAS),J.Laurinaitis (STL)
J.Reed (WAS),R.McLeod (STL)
B.Cunningham (STL),T.Robinson (WAS)
B.Cunningham (STL),D.Hall (WAS)
A.Hurns (JAC),R.Jones (MIA)
A.Robinson (JAC),B.Grimes (MIA)
R.Matthews (MIA),J.Sample (JAC)
K.Stills (MIA),A.Colvin (JAC)
T.Alualu (JAC),K.Sheppard (MIA)
A.Robinson (JAC),W.Aikens (MIA)
R.Greene (JAC),B.Grimes (MIA)
J.Landry (MIA),A.Colvin (JAC)
T.Yeldon (JAC),J.Jenkins (MIA)
D.Parker (MIA),A.Colvin (JAC)
J.Landry (MIA),D.House (JAC)
J.Cameron (MIA),S.Brown (JAC)
J.Cameron (MIA),D.McCray (JAC)
L.Miller (MIA),D.Skuta (JAC)
J.Cameron (MIA),J.Sample (JAC)
T.Yeldon (JAC),B.Grimes (MIA)
R.Matthews (MIA),P.Posluszny (JAC)
L.Miller (MIA),P.Posluszny (JAC)
J.Cameron (MIA),A.Colvin (JAC)
L.Miller (MIA),J.Sample (JAC)
J.Landry (MIA),T.Smith (JAC)
R.Matthews (MIA),D.McCray (JAC)
L.Miller (MIA),D.McCray (JAC)
A.Robinson (JAC),R.Jones (MIA)
R.Matthews (MIA),S.Brown (JAC)
K.Stills (MIA),P.Posluszny (JAC)
J.Landry (MIA),P.Thompson (JAC)
J.Landry (MIA),P.Posluszny (JAC)
R.Matthews (MIA),A.Colvin (JAC)
R.Greene (JAC),J.Taylor (MIA)
J.Stoneburner (MIA),P.Posluszny (JAC)
M.Lee (JAC),K.Misi (MIA)
A.Hurns (JAC),B.Grimes (MIA)
L.Smith (OAK),C.Upshaw (BAL)
K.Aiken (BAL),T.Carrie (OAK)
M.Brown (BAL),D.Hayden (OAK)
C.Gillmore (BAL),C.Lofton (OAK)
K.Aiken (BAL),N.Thorpe (OAK)
S.Smith (BAL),D.Hayden (OAK)
M.Crabtree (OAK),C.Mosley (BAL)
M.Crabtree (OAK),L.Webb (BAL)
A.Holmes (OAK),W.Hill (BAL)
A.Cooper (OAK),L.Webb (BAL)
S.Smith (BAL),T.Mays (OAK)
M.Williams (BAL),R.Armstrong (OAK)
A.Holmes (OAK),K.Lewis (BAL)
J.Forsett (BAL),C.Lofton (OAK)
K.Juszczyk (BAL),C.Lofton (OAK)
J.Allen (BAL),M.Smith (OAK)
A.Cooper (OAK),E.Dumervil (BAL)
A.Cooper (OAK),W.Hill (BAL)
T.Jones (OAK),J.Smith (BAL)
A.Cooper (OAK),K.Arrington (BAL)
C.Walford (OAK),K.Lewis (BAL)
J.Forsett (BAL),T.Mays (OAK)
S.Smith (BAL),M.Smith (OAK)
S.Smith (BAL),N.Thorpe (OAK)
L.Taliaferro (BAL),D.Hayden (OAK)
S.Smith (BAL),K.Mack (OAK)
A.Cooper (OAK),J.Smith (BAL)
L.Murray (OAK),J.Smith (BAL)
S.Smith (BAL),T.Carrie (OAK)
A.Holmes (OAK),D.Smith (BAL)
M.Crabtree (OAK),K.Arrington (BAL)
S.Smith (BAL),C.Woodson (OAK)
J.Forsett (BAL),J.Tuck (OAK)
L.Taliaferro (BAL),C.Lofton (OAK)
K.Aiken (BAL),L.Asante (OAK)
K.Aiken (BAL),C.Woodson (OAK)
C.Gillmore (BAL),M.Smith (OAK)
M.Brown (BAL),C.Lofton (OAK)
L.Taliaferro (BAL),M.Smith (OAK)
M.Crabtree (OAK),D.Smith (BAL)
L.Murray (OAK),Z.Smith (BAL)
M.Rivera (OAK),D.Smith (BAL)
L.Murray (OAK),W.Hill (BAL)
N.Agholor (PHI),S.Lee (DAL)
C.Beasley (DAL),B.Maxwell (PHI)
D.Murray (PHI),S.Lee (DAL)
T.Williams (DAL),M.Kendricks (PHI)
J.Randle (DAL),M.Kendricks (PHI)
T.Williams (DAL),B.Maxwell (PHI)
G.Escobar (DAL),D.Ryans (PHI)
D.Street (DAL),N.Carroll (PHI)
D.McFadden (DAL),M.Kendricks (PHI)
G.Swaim (DAL),M.Jenkins (PHI)
D.Sproles (PHI),S.Lee (DAL)
T.Williams (DAL),N.Carroll (PHI)
J.Witten (DAL),K.Alonso (PHI)
Z.Ertz (PHI),B.Church (DAL)
D.Sproles (PHI),B.Church (DAL)
J.Witten (DAL),D.Ryans (PHI)
J.Witten (DAL),J.Hicks (PHI)
J.Randle (DAL),T.Hart (PHI)
J.Witten (DAL),W.Thurmond (PHI)
L.Dunbar (DAL),F.Cox (PHI)
J.Witten (DAL),B.Maxwell (PHI)
C.Beasley (DAL),M.Jenkins (PHI)
D.Sproles (PHI),N.Hayden (DAL)
D.Murray (PHI),B.Church (DAL)
Z.Ertz (PHI),S.Lee (DAL)
D.Sproles (PHI),M.Claiborne (DAL)
J.Huff (PHI),S.Lee (DAL)
D.Murray (PHI),M.Claiborne (DAL)
L.Dunbar (DAL),N.Carroll (PHI)
C.Beasley (DAL),C.Barwin (PHI)
G.Escobar (DAL),B.Maxwell (PHI)
L.Dunbar (DAL),J.Hicks (PHI)
J.Huff (PHI),B.Carr (DAL)
J.Matthews (PHI),B.Jones (DAL)
Z.Ertz (PHI),B.Carr (DAL)
J.Matthews (PHI),B.Church (DAL)
J.Matthews (PHI),J.Heath (DAL)
R.Rodgers (GB),K.Wright (SEA)
R.Cobb (GB),D.Shead (SEA)
D.Adams (GB),J.Hill (SEA)
T.Lockett (SEA),S.Shields (GB)
D.Adams (GB),M.Burley (SEA)
D.Baldwin (SEA),H.Clinton-Dix (GB)
J.Starks (GB),E.Thomas (SEA)
M.Lynch (SEA),M.Daniels (GB)
L.Willson (SEA),M.Burnett (GB)
R.Cobb (GB),E.Thomas (SEA)
D.Adams (GB),D.Shead (SEA)
J.Starks (GB),K.Wright (SEA)
D.Baldwin (SEA),N.Palmer (GB)
R.Cobb (GB),M.Burley (SEA)
L.Willson (SEA),N.Palmer (GB)
T.Lockett (SEA),H.Clinton-Dix (GB)
D.Baldwin (SEA),M.Hyde (GB)
J.Graham (SEA),H.Clinton-Dix (GB)
C.Matthews (SEA),M.Hyde (GB)
D.Adams (GB),K.Wright (SEA)
J.Starks (GB),B.Wagner (SEA)
R.Cobb (GB),C.Williams (SEA)
R.Cobb (GB),B.Wagner (SEA)
R.Rodgers (GB),D.Shead (SEA)
R.Cobb (GB),J.Hill (SEA)
T.Montgomery (GB),D.Shead (SEA)
T.Montgomery (GB),M.Burley (SEA)
D.Baldwin (SEA),C.Hayward (GB)
M.Lynch (SEA),D.Jones (GB)
F.Jackson (SEA),G.Gilliam (GB)
E.Decker (NYJ),E.Walden (IND)
C.Owusu (NYJ),D.Jackson (IND)
B.Marshall (NYJ),V.Davis (IND)
E.Decker (NYJ),T.Cole (IND)
A.Johnson (IND),B.Skrine (NYJ)
D.Moncrief (IND),A.Cromartie (NYJ)
B.Marshall (NYJ),M.Adams (IND)
D.Moncrief (IND),D.Revis (NYJ)
E.Decker (NYJ),C.Geathers (IND)
E.Decker (NYJ),J.Brown (IND)
E.Decker (NYJ),D.Jackson (IND)
C.Ivory (NYJ),D.Lowery (IND)
E.Decker (NYJ),M.Adams (IND)
B.Powell (NYJ),T.Cole (IND)
B.Powell (NYJ),V.Davis (IND)
B.Marshall (NYJ),E.Patterson (IND)
B.Powell (NYJ),D.Lowery (IND)
T.Hilton (IND),D.Revis (NYJ)
D.Moncrief (IND),B.Skrine (NYJ)
T.Hilton (IND),C.Pryor (NYJ)
B.Marshall (NYJ),J.Brown (IND)
B.Marshall (NYJ),E.Walden (IND)
T.Hilton (IND),M.Gilchrist (NYJ)
P.Dorsett (IND),M.Gilchrist (NYJ)
B.Marshall (NYJ),S.Price (IND)
C.Ivory (NYJ),C.Geathers (IND)
Q.Enunwa (NYJ),J.Brown (IND)
J.Robinson (IND),D.Harris (NYJ)
J.Robinson (IND),L.Douzable (NYJ)
J.Robinson (IND),B.Skrine (NYJ)
J.Robinson (IND),D.Davis (NYJ)
J.Reed (WAS),G.Selvie (NYG)
C.Thompson (WAS),B.Meriweather (NYG)
O.Beckham (NYG),C.Culliver (WAS)
L.Donnell (NYG),W.Compton (WAS)
D.Fells (NYG),K.Robinson (WAS)
O.Beckham (NYG),D.Goldson (WAS)
R.Randle (NYG),D.Hall (WAS)
R.Jennings (NYG),K.Robinson (WAS)
L.Donnell (NYG),M.Newhouse (WAS)
A.Roberts (WAS),L.Collins (NYG)
J.Reed (WAS),U.Unga (NYG)
J.Crowder (WAS),D.Moore (NYG)
O.Beckham (NYG),D.Hall (WAS)
R.Jennings (NYG),T.Robinson (WAS)
R.Randle (NYG),D.Goldson (WAS)
R.Randle (NYG),B.Breeland (WAS)
O.Beckham (NYG),B.Breeland (WAS)
R.Grant (WAS),U.Unga (NYG)
J.Reed (WAS),P.Amukamara (NYG)
J.Reed (WAS),L.Collins (NYG)
L.Donnell (NYG),C.Culliver (WAS)
L.Donnell (NYG),T.Robinson (WAS)
C.Thompson (WAS),U.Unga (NYG)
R.Grant (WAS),T.McBride (NYG)
J.Crowder (WAS),T.McBride (NYG)
C.Thompson (WAS),J.Casillas (NYG)
P.Garcon (WAS),P.Amukamara (NYG)
C.Thompson (WAS),T.McBride (NYG)
J.Crowder (WAS),L.Collins (NYG)
J.Crowder (WAS),J.Casillas (NYG)
R.Ross (WAS),P.Amukamara (NYG)
J.Witten (DAL),R.Allen (ATL)
J.Randle (DAL),P.Worrilow (ATL)
C.Beasley (DAL),A.Clayborn (ATL)
C.Beasley (DAL),D.Trufant (ATL)
J.Jones (ATL),M.Claiborne (DAL)
L.Hankerson (ATL),J.Wilcox (DAL)
J.Jones (ATL),B.Carr (DAL)
L.Dunbar (DAL),R.Allen (ATL)
R.White (ATL),K.Wilber (DAL)
D.Freeman (ATL),S.Lee (DAL)
J.Witten (DAL),P.Worrilow (ATL)
L.Dunbar (DAL),R.Therezie (ATL)
J.Witten (DAL),P.Adams (ATL)
J.Tamme (ATL),A.Hitchens (DAL)
D.Freeman (ATL),B.Church (DAL)
C.Beasley (DAL),R.Allen (ATL)
J.Witten (DAL),J.Durant (ATL)
L.Dunbar (DAL),P.Worrilow (ATL)
D.Freeman (ATL),B.Jones (DAL)
L.Hankerson (ATL),B.Jones (DAL)
D.Freeman (ATL),B.Carr (DAL)
L.Dunbar (DAL),J.Durant (ATL)
L.Dunbar (DAL),D.Trufant (ATL)
J.Witten (DAL),W.Moore (ATL)
D.Freeman (ATL),T.Patmon (DAL)
N.Williams (ATL),B.Jones (DAL)
C.Beasley (DAL),P.Adams (ATL)
J.Jones (ATL),J.Wilcox (DAL)
L.Toilolo (ATL),A.Hitchens (DAL)
H.Douglas (TEN),D.Jackson (IND)
H.Douglas (TEN),V.Davis (IND)
J.Doyle (IND),A.Williamson (TEN)
T.Hilton (IND),D.Searcy (TEN)
J.Hunter (TEN),V.Davis (IND)
D.Moncrief (IND),P.Cox (TEN)
H.Douglas (TEN),J.Brown (IND)
D.Walker (TEN),J.Freeman (IND)
A.Andrews (TEN),J.Thomas (IND)
D.Walker (TEN),M.Adams (IND)
D.McCluster (TEN),M.Adams (IND)
K.Wright (TEN),D.Jackson (IND)
A.Fasano (TEN),J.Freeman (IND)
K.Wright (TEN),J.Brown (IND)
C.Fleener (IND),M.Griffin (TEN)
B.Sankey (TEN),M.Adams (IND)
K.Wright (TEN),M.Adams (IND)
C.Fleener (IND),Z.Brown (TEN)
A.Johnson (IND),D.Searcy (TEN)
C.Stevens (TEN),M.Adams (IND)
P.Dorsett (IND),B.Wreh-Wilson (TEN)
T.Hilton (IND),Z.Brown (TEN)
F.Gore (IND),Z.Brown (TEN)
T.Hilton (IND),P.Cox (TEN)
J.Doyle (IND),D.Jones (TEN)
K.Wright (TEN),J.Thomas (IND)
D.Walker (TEN),J.Thomas (IND)
D.Green (TEN),V.Davis (IND)
A.Cooper (OAK),J.Haden (CLE)
A.Cooper (OAK),B.Mingo (CLE)
M.Crabtree (OAK),T.Williams (CLE)
R.Helu (OAK),K.Dansby (CLE)
G.Barnidge (CLE),N.Thorpe (OAK)
D.Johnson (CLE),M.Smith (OAK)
B.Hartline (CLE),N.Thorpe (OAK)
M.Crabtree (OAK),J.Haden (CLE)
L.Murray (OAK),K.Dansby (CLE)
M.Crabtree (OAK),D.Whitner (CLE)
A.Cooper (OAK),D.Whitner (CLE)
G.Barnidge (CLE),C.Lofton (OAK)
T.Benjamin (CLE),T.Carrie (OAK)
S.Roberts (OAK),T.Gipson (CLE)
B.Hartline (CLE),T.Carrie (OAK)
T.Benjamin (CLE),C.Woodson (OAK)
G.Barnidge (CLE),M.Smith (OAK)
D.Johnson (CLE),D.Hayden (OAK)
D.Johnson (CLE),L.Asante (OAK)
B.Hartline (CLE),D.Amerson (OAK)
T.Gabriel (CLE),D.Amerson (OAK)
M.Reece (OAK),T.Williams (CLE)
S.Roberts (OAK),T.Williams (CLE)
T.Gabriel (CLE),M.Smith (OAK)
A.Cooper (OAK),C.Kirksey (CLE)
A.Cooper (OAK),P.Desir (CLE)
A.Hawkins (CLE),C.Woodson (OAK)
T.Benjamin (CLE),N.Thorpe (OAK)
T.Gabriel (CLE),D.Hayden (OAK)
L.Smith (OAK),P.Kruger (CLE)
A.Hawkins (CLE),N.Thorpe (OAK)
D.Johnson (CLE),C.Lofton (OAK)
B.Hartline (CLE),L.Asante (OAK)
M.Moore (CLE),D.Amerson (OAK)
S.Draughn (CLE),T.Carrie (OAK)
K.Juszczyk (BAL),A.Jones (CIN)
M.Brown (BAL),A.Jones (CIN)
M.Jones (CIN),R.Melvin (BAL)
C.Gillmore (BAL),A.Hawk (CIN)
S.Smith (BAL),A.Jones (CIN)
C.Gillmore (BAL),E.Lamur (CIN)
S.Smith (BAL),R.Maualuga (CIN)
T.Eifert (CIN),C.Mosley (BAL)
C.Gillmore (BAL),C.Dunlap (CIN)
C.Gillmore (BAL),V.Rey (CIN)
S.Smith (BAL),L.Hall (CIN)
N.Boyle (BAL),R.Nelson (CIN)
A.Green (CIN),J.Smith (BAL)
M.Sanu (CIN),W.Hill (BAL)
A.Green (CIN),C.Mosley (BAL)
A.Green (CIN),T.Brooks (BAL)
A.Green (CIN),W.Hill (BAL)
M.Sanu (CIN),L.Webb (BAL)
S.Smith (BAL),D.Kirkpatrick (CIN)
J.Forsett (BAL),L.Hall (CIN)
G.Bernard (CIN),L.Webb (BAL)
M.Jones (CIN),K.Arrington (BAL)
K.Juszczyk (BAL),R.Maualuga (CIN)
J.Forsett (BAL),V.Rey (CIN)
S.Smith (BAL),E.Lamur (CIN)
J.Forsett (BAL),A.Hawk (CIN)
M.Brown (BAL),R.Nelson (CIN)
L.Taliaferro (BAL),R.Maualuga (CIN)
S.Smith (BAL),S.Williams (CIN)
J.Forsett (BAL),B.Thompson (CIN)
N.Boyle (BAL),A.Hawk (CIN)
S.Smith (BAL),A.Hawk (CIN)
M.Campanaro (BAL),L.Hall (CIN)
G.Bernard (CIN),C.Mosley (BAL)
M.Williams (BAL),S.Williams (CIN)
J.Forsett (BAL),W.Gilberry (CIN)
M.Campanaro (BAL),V.Rey (CIN)
M.Williams (BAL),D.Kirkpatrick (CIN)
M.Sanu (CIN),D.Smith (BAL)
M.Williams (BAL),V.Rey (CIN)
D.Lewis (NE),T.Smith (JAC)
R.Gronkowski (NE),P.Posluszny (JAC)
R.Gronkowski (NE),J.Evans (JAC)
A.Robinson (JAC),Mal.Butler (NE)
C.Harbor (JAC),D.Harmon (NE)
J.Edelman (NE),S.Brown (JAC)
D.Lewis (NE),P.Posluszny (JAC)
J.Edelman (NE),D.House (JAC)
D.Amendola (NE),P.Posluszny (JAC)
D.Amendola (NE),J.Evans (JAC)
C.Grant (JAC),J.Richards (NE)
A.Hurns (JAC),L.Ryan (NE)
M.Lewis (JAC),D.Harmon (NE)
K.Martin (NE),P.Posluszny (JAC)
L.Blount (NE),S.Brown (JAC)
J.Edelman (NE),T.Smith (JAC)
D.Amendola (NE),A.Colvin (JAC)
B.Walters (JAC),D.McCourty (NE)
B.Walters (JAC),D.Hightower (NE)
R.Gronkowski (NE),S.Brown (JAC)
B.Pierce (JAC),D.Easley (NE)
K.Martin (NE),D.House (JAC)
R.Gronkowski (NE),P.Thompson (JAC)
J.White (NE),D.Skuta (JAC)
A.Robinson (JAC),L.Ryan (NE)
J.White (NE),P.Posluszny (JAC)
J.Edelman (NE),J.Odrick (JAC)
J.Edelman (NE),P.Posluszny (JAC)
T.Yeldon (JAC),J.Coleman (NE)
A.Dobson (NE),D.McCray (JAC)
S.Chandler (NE),D.McCray (JAC)
J.White (NE),J.Sample (JAC)
J.White (NE),D.McCray (JAC)
S.Chandler (NE),T.Smith (JAC)
A.Robinson (JAC),J.Coleman (NE)
B.Pierce (JAC),J.Freeny (NE)
A.Robinson (JAC),J.Mayo (NE)
C.Harbor (JAC),L.Ryan (NE)
C.Spiller (NO),C.Tillman (CAR)
B.Coleman (NO),C.Tillman (CAR)
W.Snead (NO),B.Benwikere (CAR)
B.Cooks (NO),T.Davis (CAR)
W.Snead (NO),J.Norman (CAR)
E.Dickson (CAR),H.Kikaha (NO)
T.Ginn (CAR),B.Browner (NO)
J.Hill (NO),B.Benwikere (CAR)
B.Cooks (NO),B.Benwikere (CAR)
K.Robinson (NO),R.Harper (CAR)
B.Watson (NO),M.Addison (CAR)
B.Watson (NO),C.Tillman (CAR)
M.Ingram (NO),R.Harper (CAR)
M.Colston (NO),T.Davis (CAR)
B.Bersin (CAR),B.Browner (NO)
G.Olsen (CAR),K.Vaccaro (NO)
M.Tolbert (CAR),K.Vaccaro (NO)
B.Coleman (NO),B.Benwikere (CAR)
K.Robinson (NO),S.Thompson (CAR)
G.Olsen (CAR),B.Browner (NO)
M.Tolbert (CAR),K.Phillips (NO)
G.Olsen (CAR),S.Anthony (NO)
M.Tolbert (CAR),J.Jenkins (NO)
G.Olsen (CAR),D.Hawthorne (NO)
M.Colston (NO),C.Tillman (CAR)
M.Ingram (NO),A.Klein (CAR)
M.Colston (NO),J.Norman (CAR)
B.Watson (NO),T.Davis (CAR)
W.Snead (NO),R.Harper (CAR)
F.Whittaker (CAR),K.Phillips (NO)
D.Funchess (CAR),S.Anthony (NO)
T.Ginn (CAR),D.Swann (NO)
E.Dickson (CAR),D.Hawthorne (NO)
B.Cooks (NO),T.Boston (CAR)
M.Colston (NO),T.Boston (CAR)
M.Ingram (NO),S.Thompson (CAR)
C.Spiller (NO),K.Coleman (CAR)
M.Ingram (NO),C.Tillman (CAR)
B.Cooks (NO),J.Norman (CAR)
B.Cooks (NO),A.Klein (CAR)
M.Ingram (NO),K.Coleman (CAR)
J.Kerley (NYJ),D.Ryans (PHI)
J.Kerley (NYJ),M.Jenkins (PHI)
R.Mathews (PHI),C.Pryor (NYJ)
J.Matthews (PHI),Z.Stacy (NYJ)
Q.Enunwa (NYJ),N.Carroll (PHI)
B.Marshall (NYJ),B.Maxwell (PHI)
D.Sproles (PHI),D.Revis (NYJ)
J.Cumberland (NYJ),J.Hicks (PHI)
B.Marshall (NYJ),M.Jenkins (PHI)
J.Kerley (NYJ),C.Barwin (PHI)
J.Matthews (PHI),B.Skrine (NYJ)
Z.Ertz (PHI),D.Davis (NYJ)
B.Powell (NYJ),B.Logan (PHI)
Z.Stacy (NYJ),J.Hicks (PHI)
J.Matthews (PHI),D.Davis (NYJ)
B.Marshall (NYJ),Q.Enunwa (PHI)
D.Sproles (PHI),D.Davis (NYJ)
Q.Enunwa (NYJ),J.Hicks (PHI)
Q.Enunwa (NYJ),B.Maxwell (PHI)
D.Smith (NYJ),E.Rowe (PHI)
J.Matthews (PHI),D.Harris (NYJ)
D.Sproles (PHI),D.Harris (NYJ)
D.Smith (NYJ),B.Maxwell (PHI)
B.Marshall (NYJ),W.Thurmond (PHI)
B.Powell (NYJ),N.Carroll (PHI)
Z.Stacy (NYJ),B.Graham (PHI)
J.Cumberland (NYJ),D.Ryans (PHI)
B.Marshall (NYJ),C.Barwin (PHI)
